u,v,key,osmid,highway,name,oneway,reversed,length,bridge,lanes,maxspeed,ref,junction,access,tunnel
485580824,8642774010,0,931321078,tertiary,ถนนพลพิชัย,False,False,48.86344657488779,,,,,,,
485580824,4900465156,0,931321078,tertiary,ถนนพลพิชัย,False,True,52.419118131835496,,,,,,,
485580824,12008685153,0,"[323956433, 323956437]",secondary,,False,False,269.44419703627784,yes,,,,,,
485580824,13368519214,0,323958075,secondary,ถนนศรีภูวนารถ,False,True,94.99032060338939,,,,,,,
485580829,3307271116,0,1173586178,tertiary,ถนนนิพัทธ์อุทิศ 2,True,False,7.747835630145036,,3,,,,,
485580829,985092779,0,1173586180,secondary,ถนนศรีภูวนารถ,True,False,107.97691050102681,,,,,,,
485580840,620881529,0,40264697,tertiary,ถนนธรรมนูญวิถี,True,False,74.31830434244294,,2,,,,,
485580841,4900465380,0,40264698,residential,,False,True,66.57213093237833,,,,,,,
485580841,4900465504,0,706093503,residential,,True,False,42.90338565124223,,,,,,,
485580842,1559029797,0,84842974,residential,ถนนนิพัทธ์อุทิศ 3,True,False,96.60963189260971,,3,,,,,
485580842,617233014,0,706093508,residential,ถนนประชาธิปัตย์,True,False,65.56766548439072,,,,,,,
485580845,1612097195,0,706096636,tertiary,ถนนศุภสารรังสรรค์,False,False,69.39208877331964,,,,,,,
485580845,4085816302,0,706096642,tertiary,ถนนศุภสารรังสรรค์,True,False,68.13274781783795,,,,,,,
617233014,2506085784,0,40264696,tertiary,ถนนนิพัทธ์อุทิศ 2,True,False,130.24306119997948,,3,,,,,
617233014,620881567,0,706093508,residential,ถนนประชาธิปัตย์,True,False,79.54854027563788,,,,,,,
617234280,617233014,0,40264696,tertiary,ถนนนิพัทธ์อุทิศ 2,True,False,185.95538542269117,,3,,,,,
617234280,617234576,0,40264697,tertiary,ถนนธรรมนูญวิถี,True,False,73.34310571102583,,2,,,,,
617234281,1107784884,0,40264697,tertiary,ถนนธรรมนูญวิถี,True,False,139.45662129133734,,2,,,,,
617234281,1559029798,0,706097788,residential,ถนนเสน่หานุสรณ์,True,False,93.23343161816027,,,20,,,,
617234534,1680666529,0,"[155690331, 498671563]",residential,,False,True,177.3744802126813,,,,,,,
617234534,4900465653,0,706093507,residential,,True,False,109.40126148448742,,,,,,,
617234535,617234280,0,40264696,tertiary,ถนนนิพัทธ์อุทิศ 2,True,False,162.32019324306594,,3,,,,,
617234535,620881544,0,684704215,residential,Thanon Manasruedee,True,False,75.4743200211116,,,,,,,
617234576,617234281,0,40264697,tertiary,ถนนธรรมนูญวิถี,True,False,84.42845028719734,,2,,,,,
617234576,1176926303,0,84842974,residential,ถนนนิพัทธ์อุทิศ 3,True,False,84.04229596068912,,3,,,,,
617234843,485580842,0,706093508,residential,ถนนประชาธิปัตย์,True,False,84.5324332750978,,,,,,,
620881015,4900465129,0,243082644,residential,ถนนไทยอาคาร,True,False,27.22606932450923,,,,,,,
620881015,6636332746,0,323960908,secondary,ถนนศรีภูวนารถ,True,False,80.01029676082271,,,,,,,
620881097,8523329816,0,84842974,residential,ถนนนิพัทธ์อุทิศ 3,True,False,11.86874229950903,,3,,,,,
620881097,2506087028,0,243188120,residential,,True,False,61.59687337127461,,,,,,,
620881522,617234534,0,684704215,residential,Thanon Manasruedee,True,False,76.83472984859014,,,,,,,
620881522,4900465652,0,1334523574,residential,ถนนรัถการ,True,False,109.23541897273749,,,,,,,
620881529,12346123215,0,40264697,tertiary,ถนนธรรมนูญวิถี,True,False,7.282627902454549,,2,,,,,
620881530,485580841,0,706095304,residential,ถนนประชาธิปัตย์,True,False,86.23495745652862,,,,,,,
620881530,4900465381,0,706096638,residential,ถนนรัถการ,False,False,69.49148153903104,,,,,,,
620881544,1559016915,0,684704215,residential,Thanon Manasruedee,True,False,99.04315967615518,,,,,,,
620881544,3125684629,0,1315837498,tertiary,ถนนนิพัทธ์อุทิศ 1,True,False,35.15544973810013,,3,,,,,
620881566,617234280,0,40264697,tertiary,ถนนธรรมนูญวิถี,True,False,68.93938346579667,,2,,,,,
620881566,620881544,0,1315837498,tertiary,ถนนนิพัทธ์อุทิศ 1,True,False,162.7922042213236,,3,,,,,
620881567,6634630597,0,1315837498,tertiary,ถนนนิพัทธ์อุทิศ 1,True,False,82.3172216139445,,3,,,,,
620881567,620881530,0,706095304,residential,ถนนประชาธิปัตย์,True,False,95.87658395674367,,,,,,,
620881568,1612097191,0,48923856,tertiary,ถนนนิพัทธ์อุทิศ 1,True,False,13.558358310059784,,3,,,,,
620881568,1612097195,0,1315837497,tertiary,ถนนศุภสารรังสรรค์,False,True,17.920533924039304,,,,,,,
620881568,2506087114,0,77967084,secondary,ถนนเพชรเกษม,True,False,175.11559284187777,,,,,,,
796719799,1173916582,0,110691148,residential,,False,False,15.36548307758767,,,,,,,
796719799,1680665406,0,155691024,residential,ถนนศรีภูวนารถ ซอย 14,False,True,67.2336956441837,,,,,,,
796719799,809537420,0,959974136,secondary,ถนนศรีภูวนารถ,True,False,70.1742301192642,,,,,,,
796719833,2505175795,0,142455597,residential,,True,False,8.664956956741193,,,,,,,
796719833,3307305334,0,"[685344728, 1173627705, 1173627704]",secondary,ถนนศรีภูวนารถ,True,False,91.95348886159672,,,,,,,
796719858,4900465125,0,243082641,unclassified,Thanon Simbenjapolpatana,False,False,41.571418463848566,,,,,,,
796719858,1558729721,0,"[65075561, 65075564, 142455591]",unclassified,,False,True,33.278861631982025,yes,,,,,,
796719858,1559016846,0,243082642,unclassified,Thanon Simbenjapolpatana,False,False,102.15190014869421,,,,,,,
796719881,986090190,0,104353653,primary,ถนนกาญจนวณิชย์,True,False,55.863909082966984,,3,,,,,
796719881,1107926973,0,127078355,tertiary,ถนนบ้านทุ่งรี,False,True,99.7642527796128,,,,,,,
796719909,6420376579,0,685185524,primary_link,ถนนปุณณกัณฑ์,True,False,15.359833039207897,,2,,,,,
796719909,1407217794,0,970037612,primary,ถนนกาญจนวณิชย์,True,False,67.38378128920596,,3,,407,,,
796719962,1559016833,0,142434857,unclassified,Thanon Thung Sao 1,False,False,47.02648776289603,,,,,,,
796719962,1558729721,0,142434857,unclassified,Thanon Thung Sao 1,False,True,9.802398732489582,,,,,,,
796719962,1559016831,0,95637125,residential,,False,True,133.85867725474935,,,,,,,
796720013,809537841,0,84963940,primary,ถนนกาญจนวณิชย์,True,False,28.579508471067488,,3,,,,,
796720013,796747697,0,959974129,secondary,ถนนศรีภูวนารถ,True,False,21.27140295355185,,,,,,,
796720013,986090102,0,959974130,secondary,ถนนศรีภูวนารถ,True,False,25.237676212483777,,,,,,,
796720013,4900464579,0,1396178766,residential,Soi Klongdamrei,False,True,12.364735990843378,,,,,,,
796720075,809537730,0,1228979773,secondary,ถนนศรีภูวนารถ,True,False,11.223439448242386,,,,,,,
796720075,796747714,0,990212966,secondary,ถนนราษฎร์ยินดี,True,False,659.5802554398543,,,,,,,
796747456,1431715428,0,65080340,residential,ถนนจันทร์นิเวศน์ 2,False,False,54.067116596529004,,,,,,,
796747456,1108909716,0,65080340,residential,ถนนจันทร์นิเวศน์ 2,False,True,45.42113624651334,,,,,,,
796747456,796747695,0,706262926,residential,,False,False,77.97268373525648,,,,,,,
796747456,1431715377,0,95637124,residential,Soi 1 Channivate 1,False,True,72.8654756343146,,,,,,,
796747467,796747687,0,"[706262924, 65080338, 65080356]",residential,ถนนไทยอาคาร,False,"[False, True]",36.36822791271116,yes,,,,,,
796747467,4900465125,0,243082641,unclassified,Thanon Simbenjapolpatana,False,True,61.7602071458212,,,,,,,
796747470,2505177693,0,243079685,primary_link,,False,False,11.149291720654837,,,,,,,
796747470,8634700671,0,970029499,primary,ถนนกาญจนวณิชย์,True,False,24.038861356308743,,3,,,,,
796747470,8634702947,0,931332154,residential,,False,True,73.92579519944304,,,,,,,
796747481,1612097214,0,72016638,secondary,ถนนเพชรเกษม,True,False,39.94863817371166,,,,,,,
796747481,796747689,0,72016641,primary_link,,True,False,60.33874004097607,,,,,,,
796747504,796720075,0,1228979774,secondary,ถนนราษฎร์ยินดี,True,False,16.70981316001786,,,,,,,
796747504,1559016861,0,685344728,secondary,ถนนศรีภูวนารถ,True,False,351.09322951164256,,,,,,,
796747593,2507401438,0,128632939,residential,Thanon Phetkasem Soi 10,False,False,162.64776612554857,,,,,,,
796747593,2507401286,0,1218221900,secondary,ถนนเพชรเกษม,True,False,69.20377569514488,,,,,,,
796747634,856214432,0,1270957860,secondary,ถนนราษฎร์ยินดี,True,False,92.6702234842126,,,,,,,
796747634,1107926639,0,243188629,residential,,False,True,160.98615285735892,,,,,,,
796747657,2508585328,0,243455408,residential,Thanon Taksinmuangtong 3,False,True,36.78705954199574,,,,,,,
796747657,2508585470,0,970029499,primary,ถนนกาญจนวณิชย์,True,False,49.59152461558556,,3,,,,,
796747667,856214466,0,324267212,tertiary,ถนนนวลแก้วอุทิศ,True,False,13.088704353116475,,,,สข.5061,,,
796747667,13339847327,0,970029499,primary,ถนนกาญจนวณิชย์,True,False,12.843264502922096,,3,,,,,
796747673,8635169926,0,96941856,residential,ถนนจันทร์นิเวศน์ 3,False,True,55.62647172468907,,,,,,,
796747673,1680664171,0,706265654,unclassified,Thung Sao 1 Rd,False,False,50.538128979923044,,,,,,,
796747673,796747698,0,706265654,unclassified,Thung Sao 1 Rd,False,True,118.86513603670083,,,,,,,
796747673,1559016820,0,706273956,residential,ถนนจันทร์นิเวศน์ 3,False,False,69.43102622161258,,,,,,,
796747687,1431715428,0,65080340,residential,ถนนจันทร์นิเวศน์ 2,False,True,110.80867137441587,,,,,,,
796747687,796747698,0,95637136,residential,ถนนจันทร์นิเวศน์ 2,False,False,50.64094477243949,,,,,,,
796747687,796747467,0,"[65080338, 706262924, 65080356]",residential,ถนนไทยอาคาร,False,"[False, True]",36.36822791271116,yes,,,,,,
796747689,2505177602,0,970029499,primary,ถนนกาญจนวณิชย์,True,False,89.0670885213077,,3,,,,,
796747695,796747456,0,706262926,residential,,False,True,77.97268373525648,,,,,,,
796747695,1559016815,0,706273956,residential,ถนนจันทร์นิเวศน์ 3,False,True,7.8469576157235075,,,,,,,
796747695,1123399813,0,706273956,residential,ถนนจันทร์นิเวศน์ 3,False,False,45.300633293015714,,,,,,,
796747697,12298825838,0,959974136,secondary,ถนนศรีภูวนารถ,True,False,214.00991771472167,,,,,,,
796747698,796747673,0,706265654,unclassified,Thung Sao 1 Rd,False,False,118.86513603670083,,,,,,,
796747698,796747687,0,95637136,residential,ถนนจันทร์นิเวศน์ 2,False,True,50.64094477243949,,,,,,,
796747698,1559016822,0,142434857,unclassified,Thanon Thung Sao 1,False,False,41.36902954098748,,,,,,,
796747714,4900465244,0,155690480,residential,,False,True,81.6669693013321,,,,,,,
796747714,1680667730,0,990212966,secondary,ถนนราษฎร์ยินดี,True,False,64.39613907070999,,,,,,,
796747745,809537481,0,1218221901,secondary,ถนนเพชรเกษม,True,False,17.16105495464207,,,,,,,
809537378,809537797,0,84842971,secondary_link,,False,False,14.596193673343814,,1,,,,,
809537378,2507401050,0,970311985,secondary,ถนนเพชรเกษม,True,False,37.366108334612775,,,,,,,
809537378,2506091313,0,290007154,unclassified,Thanon Samchai,False,True,202.0113384342911,,,,,,,
809537420,1680664784,0,155691091,residential,Thanon Sripuwanart Soi 12,False,False,273.27053621925,,,,,,,
809537420,8642230840,0,959974136,secondary,ถนนศรีภูวนารถ,True,False,110.47497470738872,,,,,,,
809537476,796720013,0,959974133,secondary,ถนนศรีภูวนารถ,True,False,23.854752828852153,,,,,,,
809537476,809537841,0,84963064,primary_link,ถนนศรีภูวนารถ,True,False,44.282942785617706,,,,,,,
809537481,796747593,0,1218221900,secondary,ถนนเพชรเกษม,True,False,21.052294710501716,,,,,,,
809537481,809537709,0,1218221902,secondary,ถนนราษฎร์ยินดี,True,False,13.979989356343797,,,,,,,
809537690,809537820,0,706105952,unclassified,,True,False,12.06444740488082,,,,,,,
809537690,2406954577,0,243079844,tertiary,ถนนศุภสารรังสรรค์,True,False,421.20664542592556,,,,,,,
809537695,4900466254,0,66984619,secondary,ถนนเพชรเกษม,True,False,8.852788809707716,,,,,,,
809537709,985092634,0,1218221903,secondary,ถนนเพชรเกษม,True,False,17.065745526669403,,2,,,,,
809537709,4900465231,0,66984595,secondary,ถนนราษฎร์ยินดี,True,False,56.54342535535689,,,,,,,
809537716,1680668239,0,96941852,unclassified,,False,True,11.083110325286677,,,,,,,
809537716,2505176985,0,243188781,secondary,ถนนราษฎร์ยินดี,True,False,93.12715975516477,,2,,,,,
809537729,1612097214,0,"[970037610, 66984602]",primary,ถนนกาญจนวณิชย์,True,False,54.51612390913946,,3,30,,,,
809537729,809537695,0,1075535365,primary_link,,True,False,71.67526916946045,,,,,,,
809537730,1680665586,0,1228979770,secondary,ถนนราษฎร์ยินดี,True,False,17.333991569587386,,2,,,,,
809537730,1196924373,0,1228979769,secondary,ถนนศรีภูวนารถ,True,False,36.61125710836863,,,,,,,
809537797,809537378,0,84842971,secondary_link,,False,True,14.596193673343814,,1,,,,,
809537797,8523748245,0,970311986,secondary,ถนนเพชรเกษม,True,False,12.798065395958128,,,,,,,
809537799,2505176233,0,970037610,primary,ถนนกาญจนวณิชย์,True,False,11.75762188815139,,3,30,,,,
809537799,2406954571,0,"[1236748106, 1236748109]",tertiary,ถนนศุภสารรังสรรค์,True,False,646.7381809379889,,2,,,,,
809537820,8523328986,0,151072453,residential,,True,False,64.98556066214783,,,,,,,
809537820,2406954578,0,"[66984604, 1218747877, 1218747876]",tertiary,ถนนศุภสารรังสรรค์,True,False,15.771861840318948,yes,,,,,,
809537841,1407219266,0,959974135,primary,ถนนกาญจนวณิชย์,True,False,22.760590508659114,,3,,,,,
823954353,2507400776,0,68518888,unclassified,Soi 17 Karnjanavanit,False,False,50.416936639146854,,,,,,,
823954353,916327788,0,68518888,unclassified,Soi 17 Karnjanavanit,False,True,63.11022070182511,,,,,,,
823954353,2507400893,0,"[243314081, 498671650, 243314271]",residential,Soi Tummachoten Uthit 1,False,True,308.0130182634239,,,,,,,
823954361,1597535079,0,71380780,tertiary,ถนนคลองเรียน 1,False,False,50.901496448892665,,4,,,,,
823954361,2505176686,0,71380780,tertiary,ถนนคลองเรียน 1,False,True,69.56571423366309,,4,,,,,
823954361,2505176734,0,71380788,residential,Thanon Rajyindee Soi 1/1,False,False,203.16928361047928,,2,,,,,
823954362,2507400778,0,71380772,unclassified,Thanon Vongvanit,False,True,71.71005002640248,,2,,,,,
823954362,2507400750,0,243314468,residential,Soi Noon Uthit,False,True,89.66680365441836,,,,,,,
823954362,1597535079,0,71380772,unclassified,Thanon Vongvanit,False,False,95.6429563301799,,2,,,,,
823954363,8523765861,0,68518888,unclassified,Soi 17 Karnjanavanit,False,False,94.79147305477845,,,,,,,
823954363,2505176969,0,970037610,primary,ถนนกาญจนวณิชย์,True,False,129.05770815048265,,3,30,,,,
823954365,2507400778,0,71380772,unclassified,Thanon Vongvanit,False,False,132.37195461512363,,2,,,,,
823954365,2508579987,0,243454912,residential,,False,True,93.06425204245456,,,,,,,
823954365,2508580006,0,71380777,tertiary,Thanon Phetkasem Soi 11,False,False,53.85452966091081,,,,,,,
823954365,8523777680,0,71380787,tertiary,ถนนประชายินดี,False,True,50.35712541547661,,,,,,,
849403330,849403509,0,71380781,residential,ซอยแป้นอนุสรณ์,False,False,37.631758710458556,,1,,,,,
849403330,8932309198,0,965548286,residential,,False,False,121.36125972303428,,,,,,,
849403352,8976428971,0,970010770,tertiary_link,,False,True,5.933640402597527,,,,,,,
849403352,2507400607,0,71380776,tertiary,,False,False,78.81876135275994,,,,,,,
849403352,849403531,0,684736206,tertiary,ถนนธรรมนูญวิถี,True,False,426.0768066967429,,,,,,,
849403365,2507400882,0,243314230,residential,,False,True,56.32219560471761,,,,,,,
849403365,4900465626,0,498671592,residential,,False,False,32.582401235376366,,,,,,,
849403365,849403480,0,71380777,tertiary,Thanon Phetkasem Soi 11,False,False,45.91329097253019,,,,,,,
849403365,849403427,0,71380777,tertiary,Thanon Phetkasem Soi 11,False,True,25.409885230282935,,,,,,,
849403384,849403500,0,990212967,tertiary,ถนนธรรมนูญวิถี,True,False,11.823670098261912,,,,,,,
849403384,796747634,0,1218225522,secondary,ถนนราษฎร์ยินดี,True,False,155.53296019947283,,,,,,,
849403388,8524090701,0,71380777,tertiary,Thanon Phetkasem Soi 11,False,False,17.81345001751402,,,,,,,
849403388,2507400915,0,71380777,tertiary,Thanon Phetkasem Soi 11,False,True,21.865718309813055,,,,,,,
849403388,8524091695,0,243314299,residential,Phetkasem Soi 11/1,False,False,127.20418848909159,,,,,,,
849403403,2507400708,0,71380780,tertiary,ถนนคลองเรียน 1,False,False,42.85256220414499,,4,,,,,
849403403,2505176360,0,71380780,tertiary,ถนนคลองเรียน 1,False,True,21.33936685576874,,4,,,,,
849403403,2507400695,0,"[243314435, 498671644]",residential,,False,"[False, True]",107.04925505268591,,,,,,,
849403406,12311231557,0,71380775,unclassified,ซอยอรรถกระวีสุนทร,False,False,517.2081594100357,,2,,,,,
849403406,809537799,0,970037610,primary,ถนนกาญจนวณิชย์,True,False,252.6740268975896,,3,30,,,,
849403427,2507400856,0,71380777,tertiary,Thanon Phetkasem Soi 11,False,True,45.69257995761117,,,,,,,
849403427,849403365,0,71380777,tertiary,Thanon Phetkasem Soi 11,False,False,25.409885230282935,,,,,,,
849403427,2507400871,0,243314254,residential,Phetkasem Soi 11/2,False,False,127.21766948407574,,,,,,,
849403447,1421027702,0,128632937,residential,,False,False,9.554749583976795,,,,,,,
849403447,2505176975,0,71380780,tertiary,ถนนคลองเรียน 1,False,True,80.52125722599729,,4,,,,,
849403447,849403509,0,71380783,tertiary,Soi 15 Phetkasem Road,False,False,198.854155488627,,2,,,,,
849403480,2507400896,0,243314169,residential,,False,False,30.712868899601492,,,,,,,
849403480,2507400875,0,243314197,residential,,False,True,28.300543435506473,,,,,,,
849403480,2507400915,0,71380777,tertiary,Thanon Phetkasem Soi 11,False,False,39.857716337415795,,,,,,,
849403480,849403365,0,71380777,tertiary,Thanon Phetkasem Soi 11,False,True,45.91329097253019,,,,,,,
849403482,8976428962,0,684736206,tertiary,ถนนธรรมนูญวิถี,True,False,14.525036847938358,,,,,,,
849403482,849403406,0,970037610,primary,ถนนกาญจนวณิชย์,True,False,169.35827045172735,,3,30,,,,
849403490,2406954577,0,71380776,tertiary,,False,True,47.886131386255464,,,,,,,
849403490,4900464595,0,71380780,tertiary,ถนนคลองเรียน 1,False,False,55.44472578317018,,4,,,,,
849403500,8976428987,0,990212971,secondary,ถนนราษฎร์ยินดี,True,False,3.7083353128584005,,2,,,,,
849403500,8976429008,0,"[969757852, 969757853]",tertiary,ถนนธรรมนูญวิถี,True,False,17.42472073727007,yes,,,,,,
849403509,849403330,0,71380781,residential,ซอยแป้นอนุสรณ์,False,True,37.631758710458556,,1,,,,,
849403509,2507401009,0,71380783,tertiary,Soi 15 Phetkasem Road,False,False,17.690925337983927,,2,,,,,
849403509,849403447,0,71380783,tertiary,Soi 15 Phetkasem Road,False,True,198.854155488627,,2,,,,,
849403531,8976428999,0,970010769,secondary_link,,False,False,10.629386258270317,,,,,,,
849403531,1407218094,0,684736206,tertiary,ถนนธรรมนูญวิถี,True,False,166.07463837938164,,,,,,,
849403531,12311231560,0,1330567669,tertiary,ถนนประชายินดี,False,False,139.69314899283563,,,,,,,
856214432,2505176169,0,1227721990,residential,ถนนประชาธิปัตย์,False,True,11.854655747719976,,,,,,,
856214432,2406954579,0,1227721991,secondary,ถนนราษฎร์ยินดี,True,False,179.34382782368317,,,,,,,
856214432,856214524,0,1270957863,residential,ถนนประชาธิปัตย์,False,False,173.31477630376335,,,,,,,
856214466,856214501,0,243079803,primary,ถนนกาญจนวณิชย์,True,False,9.427071012426014,,3,,,,,
856214470,856214503,0,706092523,residential,Thanon Pracharak,True,False,123.80396684548111,,,,,,,
856214477,856214513,0,243079803,primary,ถนนกาญจนวณิชย์,True,False,53.571358021531985,,3,,,,,
856214477,1612097214,0,72016648,secondary,ถนนเพชรเกษม,True,False,36.46043916719016,,,,,,,
856214501,2505177835,0,243079784,tertiary,ถนนนวลแก้วอุทิศ,True,False,16.03912396085822,,,,สข.5061,,,
856214501,2505177693,0,243079803,primary,ถนนกาญจนวณิชย์,True,False,695.4146888749672,,3,,,,,
856214503,2052489649,0,706092523,residential,Thanon Pracharak,True,False,115.05976656115021,,,,,,,
856214503,13424220808,0,931354569,residential,ถนนประชาธิปัตย์,False,False,37.30768915928706,,,,,,,
856214503,2506085690,0,931354569,residential,ถนนประชาธิปัตย์,False,True,52.02111688649749,,,,,,,
856214513,2505177482,0,1214497910,primary,ถนนกาญจนวณิชย์,True,False,142.81666062316145,,3,,,,,
856214524,13279030938,0,185951074,residential,ถนนประชาธิปัตย์,False,False,29.875681593490786,,,,,,,
856214524,1107926639,0,706105951,residential,ถนนสามชัย,False,False,104.72239087366812,,,,,,,
856214524,8363308287,0,706105951,residential,ถนนสามชัย,False,True,146.80701987357958,,,,,,,
856214524,856214432,0,1270957863,residential,ถนนประชาธิปัตย์,False,True,173.31477630376335,,,,,,,
856214538,4900466448,0,498671388,residential,Thanon Prachathipat 2,False,True,81.775599534281,,,,,,,
856214538,1123399706,0,969757849,residential,ถนนประชาธิปัตย์,False,False,95.78229298324307,,,,,,,
856214538,4900465166,0,1365935945,residential,,False,False,54.11870512311369,,,,,,,
856214538,4900464598,0,969757849,residential,ถนนประชาธิปัตย์,False,True,72.27684996486944,,,,,,,
856214571,2505176434,0,65080358,secondary,ถนนราษฎร์ยินดี,True,False,229.30499538824685,,,,,,,
856214571,2505176258,0,66984610,tertiary,ถนนศุภสารรังสรรค์,False,False,11.786202979580594,,,,,,,
856214571,1369020950,0,72016745,tertiary,ถนนศุภสารรังสรรค์,False,False,160.94854687736208,,,,,,,
856214578,485580842,0,84842974,residential,ถนนนิพัทธ์อุทิศ 3,True,False,132.60879059160143,,3,,,,,
856214578,4900465513,0,684714761,residential,Thanon Duangchan,True,False,98.45832961098174,,,,,,,
916327686,916327912,0,77967090,secondary,ถนนเพชรเกษม,True,False,223.47290241136525,,3,,,,,
916327686,916327921,0,77967093,secondary,,True,False,37.175093591210725,,2,,,roundabout,,
916327702,4900466295,0,77967084,secondary,ถนนเพชรเกษม,True,False,71.08951990151265,,,,,,,
916327730,916327962,0,77967082,residential,ถนนเชื่อมรัฐอุทิศ,True,False,15.661991307562063,,2,,,,,
916327730,916327810,0,77967084,secondary,ถนนเพชรเกษม,True,False,62.971599044488265,,,,,,,
916327738,4900465055,0,970291417,secondary,ถนนนิพันธ์สงเคราะห์,False,True,33.85560719400222,,,,,,,
916327738,916327885,0,77967093,secondary,,True,False,18.30737742669374,,2,,,roundabout,,
916327777,916327792,0,952598318,tertiary,ถนนรัถการ,False,False,53.86299764942856,,2,,,,,
916327777,6822890779,0,952598318,tertiary,ถนนรัถการ,False,True,67.95476157503839,,2,,,,,
916327777,916327730,0,77967082,residential,ถนนเชื่อมรัฐอุทิศ,True,False,264.51284272955684,,2,,,,,
916327788,823954353,0,68518888,unclassified,Soi 17 Karnjanavanit,False,False,63.11022070182511,,,,,,,
916327788,8523765861,0,68518888,unclassified,Soi 17 Karnjanavanit,False,True,68.20341327891954,,,,,,,
916327788,8523766368,0,77967083,unclassified,Soi 3 Phetkasem,False,False,102.08997755135648,,2,,,,,
916327792,2506088227,0,243188142,residential,,False,False,85.58973786082484,,,,,,,
916327792,916327824,0,952598318,tertiary,ถนนรัถการ,False,False,83.54890498434582,,2,,,,,
916327792,916327777,0,952598318,tertiary,ถนนรัถการ,False,True,53.86299764942856,,2,,,,,
916327810,916327702,0,77967084,secondary,ถนนเพชรเกษม,True,False,98.47084246483415,,,,,,,
916327810,916327792,0,77967092,residential,ถนนมนตรี 1,True,False,294.18067271853556,,2,,,,,
916327824,2506088640,0,952598318,tertiary,ถนนรัถการ,False,False,18.779387475885525,,2,,,,,
916327824,916327792,0,952598318,tertiary,ถนนรัถการ,False,True,83.54890498434582,,2,,,,,
916327824,4900465181,0,77967085,residential,ถนนมนตรี 2,True,False,205.94248286361787,,2,,,,,
916327839,916327738,0,77967093,secondary,,True,False,37.536461706708096,,2,,,roundabout,,
916327839,8523343958,0,324267161,tertiary,Thanon Prathanuthit,False,True,301.77535480551876,,,,,,,
916327885,2505176945,0,65080343,secondary,ถนนเพชรเกษม,True,False,185.5926198433581,,,,,,,
916327885,916327888,0,77967093,secondary,,True,False,32.37250546555647,,2,,,roundabout,,
916327888,916327686,0,77967093,secondary,,True,False,30.139414878686196,,2,,,roundabout,,
916327912,916327962,0,77967090,secondary,ถนนเพชรเกษม,True,False,141.11886071085596,,3,,,,,
916327912,2506087987,0,"[498671328, 243188576]",residential,,False,"[False, True]",177.94253524651654,,,,,,,
916327921,916327839,0,77967093,secondary,,True,False,14.558639164933876,,2,,,roundabout,,
916327945,3614995932,0,96713523,tertiary,Niphat Songkaew 5,False,False,16.825276488263274,,,,,,,
916327945,4900465124,0,243079720,residential,,False,True,53.977768647068174,,,,,,,
916327945,2507400919,0,970311985,secondary,ถนนเพชรเกษม,True,False,60.25556789980702,,,,,,,
916327962,985092700,0,77967090,secondary,ถนนเพชรเกษม,True,False,21.08298601380908,,3,,,,,
947896950,2506088002,0,706104217,residential,ถนนเเสงศรี,False,False,62.504013674179966,,,,,,,
947896950,2506086831,0,243188432,residential,Thanon Sangsri 8,True,False,208.75992863535498,,,,,,,
947896950,2506087962,0,706104217,residential,ถนนเเสงศรี,False,True,46.09221180886848,,,,,,,
947896956,2506087987,0,706104217,residential,ถนนเเสงศรี,False,False,65.20419583475406,,,,,,,
947896956,4900465517,0,706104217,residential,ถนนเเสงศรี,False,True,65.1602530701825,,,,,,,
947896956,2506088476,0,706095305,residential,Thanon Sangchan,False,False,89.89032141494113,,,,,,,
947896958,2505176265,0,66984613,unclassified,,True,False,24.777892062103042,,,,,,,
947896958,2505176284,0,243079738,residential,Thanon Rajyindee Soi 6,True,False,239.19033402607204,,,,,,,
947896964,12346099054,0,330615829,unclassified,,False,False,34.78872694836605,,,,,,,
947896964,2506087550,0,81350005,residential,Tiparat Road,False,True,78.37048934263048,,,,,,,
947896964,8523431062,0,706104217,residential,ถนนเเสงศรี,False,False,30.008523495353614,,,,,,,
947896971,1115585697,0,706104219,tertiary,ถนนศุภสารรังสรรค์,False,True,23.930061333163188,,2,,,,,
947896971,2506087550,0,81350005,residential,Tiparat Road,False,False,85.21415440779394,,,,,,,
947896971,4900464597,0,706104219,tertiary,ถนนศุภสารรังสรรค์,False,False,63.22691715743536,,2,,,,,
947896972,947896989,0,66984613,unclassified,,True,False,76.62659670020027,,,,,,,
947896972,2505176686,0,243079723,residential,ถนนราษฏร์ยินดี ซอย 2,False,True,357.09157237943396,,,,,,,
947896976,3307271142,0,81350004,residential,ถนนตันรัตนากร,False,False,6.53215720577384,,,,,,,
947896976,620881015,0,323960908,secondary,ถนนศรีภูวนารถ,True,False,13.35571091902556,,,,,,,
947896979,2505176388,0,66984613,unclassified,,True,False,49.70710534247384,,,,,,,
947896979,2505176494,0,243079673,unclassified,,False,False,13.220689461428256,yes,,,,,,
947896981,947896972,0,66984613,unclassified,,True,False,136.67996717752172,,,,,,,
947896981,2507400773,0,81350006,unclassified,Thanon Rajyindee Soi 1,False,True,47.90231975101524,,,,,,,
947896981,1680668223,0,95542480,unclassified,,False,False,14.204711188296155,yes,,,,,,
947896982,1107773216,0,81350004,residential,ถนนตันรัตนากร,False,False,74.1015127487252,,,,,,,
947896982,3307271142,0,81350004,residential,ถนนตันรัตนากร,False,True,110.51562269564603,,,,,,,
947896982,1107773197,0,81350010,residential,,True,False,91.03877926262187,,,,,,,
947896982,1107773259,0,95532104,residential,,False,False,48.79750019823817,,,,,,,
